web_name,transfers_out,yellow_cards,code,event_total,goals_conceded,photo,red_cards,saves,ep_this,value_form,next_fixture,team_id,goals_scored,value_season,fixtures,team_code,id,special,first_name,transfers_out_event,chance_of_playing_next_round,team_name,cost_change_event_fall,event_explain,type_name,bps,cost_change_start_fall,season_history,total_points,penalties_missed,ea_index,status,form,own_goals,bonus,current_fixture,now_cost,fixture_history,clean_sheets,assists,selected_by_percent,transfers_in,news,dreamteam_count,penalties_saved,cost_change_start,in_dreamteam,points_per_game,minutes,transfers_in_event,selected_by,element_type,ep_next,team,chance_of_playing_this_round,event_points,second_name,cost_change_event
Szczesny,221676,1,59936,0,14,59936.jpg,0,26,0.0,0.1,Stoke (A),1,0,6.4,"{u'all': [[u'06 Dec 15:00', u'Gameweek 15', u'Stoke (A)'], [u'13 Dec 17:30', u'Gameweek 16', u'Newcastle (H)'], [u'21 Dec 16:00', u'Gameweek 17', u'Liverpool (A)'], [u'26 Dec 17:30', u'Gameweek 18', u'QPR (H)'], [u'28 Dec 15:00', u'Gameweek 19', u'West Ham (A)'], [u'01 Jan 15:00', u'Gameweek 20', u'Southampton (A)'], [u'11 Jan 13:30', u'Gameweek 21', u'Stoke (H)'], [u'18 Jan 16:00', u'Gameweek 22', u'Man City (A)'], [u'01 Feb 13:30', u'Gameweek 23', u'Aston Villa (H)'], [u'07 Feb 15:00', u'Gameweek 24', u'Spurs (A)'], [u'10 Feb 19:45', u'Gameweek 25', u'Leicester (H)'], [u'21 Feb 15:00', u'Gameweek 26', u'Crystal Palace (A)'], [u'28 Feb 15:00', u'Gameweek 27', u'Everton (H)'], [u'03 Mar 19:45', u'Gameweek 28', u'QPR (A)'], [u'14 Mar 15:00', u'Gameweek 29', u'West Ham (H)'], [u'21 Mar 15:00', u'Gameweek 30', u'Newcastle (A)'], [u'04 Apr 15:00', u'Gameweek 31', u'Liverpool (H)'], [u'11 Apr 15:00', u'Gameweek 32', u'Burnley (A)'], [u'18 Apr 15:00', u'Gameweek 33', u'Sunderland (H)'], [u'25 Apr 15:00', u'Gameweek 34', u'Chelsea (H)'], [u'02 May 15:00', u'Gameweek 35', u'Hull (A)'], [u'09 May 15:00', u'Gameweek 36', u'Swansea (H)'], [u'16 May 15:00', u'Gameweek 37', u'Man Utd (A)'], [u'24 May 15:00', u'Gameweek 38', u'West Brom (H)']], u'summary': [[15, u'STK (A)', u'06 Dec 15:00'], [16, u'NEW (H)', u'13 Dec 17:30'], [17, u'LIV (A)', u'21 Dec 16:00']]}",3,1,False,Wojciech,7536,0,Arsenal,0,"[[u'Minutes played', 0, 0]]",Goalkeeper,157,2,"[[u'2008/09', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0], [u'2009/10', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0], [u'2010/11', 1350, 0, 0, 6, 19, 0, 1, 0, 1, 0, 45, 0, 0, 0, 43, 62], [u'2011/12', 3420, 0, 0, 13, 49, 0, 1, 0, 2, 0, 82, 8, 469, 0, 59, 139], [u'2012/13', 2250, 0, 0, 10, 24, 0, 1, 0, 1, 0, 71, 3, 314, 0, 53, 102], [u'2013/14', 3330, 0, 0, 16, 41, 0, 1, 0, 2, 0, 113, 4, 475, 194, 59, 157]]",34,0,107,i,0.8,0,0,Southampton (H),53,"{u'all': [[u'16 Aug 17:30', 1, u'CRY(H) 2-1', 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 13, 7, 0, 55, 2], [u'23 Aug 17:30', 2, u'EVE(A) 2-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 9, -9306, 55, 1], [u'31 Aug 16:00', 3, u'LEI(A) 1-1', 90, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 7, 15, -20971, 55, 1], [u'13 Sep 12:45', 4, u'MCI(H) 2-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, 0, 12, 17, -39686, 55, 3], [u'20 Sep 15:00', 5, u'AVL(A) 3-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 14, 22, -15931, 55, 6], [u'27 Sep 17:30', 6, u'TOT(H) 1-1', 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 10, 13, -5389, 55, 3], [u'05 Oct 14:05', 7, u'CHE(A) 0-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 3, 9, -8654, 55, 1], [u'18 Oct 15:00', 8, u'HUL(H) 2-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 7, 9, -824, 54, 1], [u'25 Oct 15:00', 9, u'SUN(A) 2-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 16, 22, -11582, 54, 7], [u'01 Nov 15:00', 10, u'BUR(H) 3-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 14, 24, 3892, 54, 6], [u'09 Nov 16:00', 11, u'SWA(A) 1-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 5, 10, -5333, 54, 2], [u'22 Nov 17:30', 12, u'MUN(H) 1-2', 58, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -9564, 54, 1], [u'29 Nov 12:45', 13, u'WBA(A) 1-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -28863, 54, 0], [u'03 Dec 19:45', 14, u'SOU(H) 1-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17297, 53, 0]], u'summary': [[12, u'MUN (H)', 1], [13, u'WBA (A)', 0], [14, u'SOU (H)', 0]]}",3,0,6.7,44679,Rib Injury - Expected back 06 Dec,0,0,-2,False,2.8,1048,47,6.7,1,0.0,1,0,0,Szczesny,0
Given,54537,0,1822,0,0,1822.jpg,0,0,0.0,0.0,Leicester (H),2,0,0.0,"{u'all': [[u'07 Dec 16:00', u'Gameweek 15', u'Leicester (H)'], [u'13 Dec 15:00', u'Gameweek 16', u'West Brom (A)'], [u'20 Dec 15:00', u'Gameweek 17', u'Man Utd (H)'], [u'26 Dec 15:00', u'Gameweek 18', u'Swansea (A)'], [u'28 Dec 15:00', u'Gameweek 19', u'Sunderland (H)'], [u'01 Jan 15:00', u'Gameweek 20', u'Crystal Palace (H)'], [u'10 Jan 15:00', u'Gameweek 21', u'Leicester (A)'], [u'17 Jan 15:00', u'Gameweek 22', u'Liverpool (H)'], [u'01 Feb 13:30', u'Gameweek 23', u'Arsenal (A)'], [u'07 Feb 15:00', u'Gameweek 24', u'Chelsea (H)'], [u'10 Feb 19:45', u'Gameweek 25', u'Hull (A)'], [u'21 Feb 15:00', u'Gameweek 26', u'Stoke (H)'], [u'28 Feb 15:00', u'Gameweek 27', u'Newcastle (A)'], [u'03 Mar 19:45', u'Gameweek 28', u'West Brom (H)'], [u'14 Mar 15:00', u'Gameweek 29', u'Sunderland (A)'], [u'21 Mar 15:00', u'Gameweek 30', u'Swansea (H)'], [u'04 Apr 15:00', u'Gameweek 31', u'Man Utd (A)'], [u'11 Apr 15:00', u'Gameweek 32', u'Spurs (A)'], [u'18 Apr 15:00', u'Gameweek 33', u'QPR (H)'], [u'25 Apr 15:00', u'Gameweek 34', u'Man City (A)'], [u'02 May 15:00', u'Gameweek 35', u'Everton (H)'], [u'09 May 15:00', u'Gameweek 36', u'West Ham (H)'], [u'16 May 15:00', u'Gameweek 37', u'Southampton (A)'], [u'24 May 15:00', u'Gameweek 38', u'Burnley (H)']], u'summary': [[15, u'LEI (H)', u'07 Dec 16:00'], [16, u'WBA (A)', u'13 Dec 15:00'], [17, u'MUN (H)', u'20 Dec 15:00']]}",7,29,False,Shay,740,,Aston Villa,0,"[[u'Minutes played', 0, 0]]",Goalkeeper,0,0,"[[u'2006/07', 1881, 0, 0, 0, 27, 0, 0, 0, 1, 0, 71, 1, 0, 0, 47, 64], [u'2007/08', 1628, 0, 0, 0, 37, 0, 0, 0, 2, 0, 54, 0, 0, 0, 48, 39], [u'2008/09', 3330, 0, 1, 0, 55, 0, 2, 0, 2, 0, 125, 13, 0, 0, 48, 144], [u'2009/10', 3132, 0, 0, 0, 42, 0, 2, 0, 2, 0, 91, 3, 0, 0, 53, 131], [u'2010/11', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0], [u'2011/12', 2827, 0, 0, 8, 45, 0, 0, 0, 1, 0, 96, 0, 285, 0, 47, 96], [u'2012/13', 180, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 8, 0, 45, 4], [u'2013/14', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0]]",0,0,0,a,0.0,0,0,Crystal Palace (A),40,"{u'all': [[u'16 Aug 15:00', 1, u'STK(A) 1-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0], [u'23 Aug 12:45', 2, u'NEW(H) 0-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8188, 40, 0], [u'31 Aug 13:30', 3, u'HUL(H) 2-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8243, 40, 0], [u'13 Sep 17:30', 4, u'LIV(A) 1-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11364, 40, 0], [u'20 Sep 15:00', 5, u'ARS(H) 0-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1306, 40, 0], [u'27 Sep 15:00', 6, u'CHE(A) 0-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1420, 40, 0], [u'04 Oct 17:30', 7, u'MCI(H) 0-2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1019, 40, 0], [u'18 Oct 15:00', 8, u'EVE(A) 0-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -381, 40, 0], [u'27 Oct 20:00', 9, u'QPR(A) 0-2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -264, 40, 0], [u'02 Nov 16:00', 10, u'TOT(H) 1-2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -691, 40, 0], [u'08 Nov 15:00', 11, u'WHU(A) 0-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -615, 40, 0], [u'24 Nov 20:00', 12, u'SOU(H) 1-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -531, 40, 0], [u'29 Nov 15:00', 13, u'BUR(A) 1-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1011, 40, 0], [u'02 Dec 20:00', 14, u'CRY(A) 1-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1165, 40, 0]], u'summary': [[12, u'SOU (H)', 0], [13, u'BUR (A)', 0], [14, u'CRY (A)', 0]]}",0,0,8.0,73737,,0,0,0,False,0.0,0,548,8.0,1,0.0,2,,0,Given,0
Guzan,118912,1,41705,7,18,41705.jpg,0,45,5.0,1.1,Leicester (H),2,0,11.1,"{u'all': [[u'07 Dec 16:00', u'Gameweek 15', u'Leicester (H)'], [u'13 Dec 15:00', u'Gameweek 16', u'West Brom (A)'], [u'20 Dec 15:00', u'Gameweek 17', u'Man Utd (H)'], [u'26 Dec 15:00', u'Gameweek 18', u'Swansea (A)'], [u'28 Dec 15:00', u'Gameweek 19', u'Sunderland (H)'], [u'01 Jan 15:00', u'Gameweek 20', u'Crystal Palace (H)'], [u'10 Jan 15:00', u'Gameweek 21', u'Leicester (A)'], [u'17 Jan 15:00', u'Gameweek 22', u'Liverpool (H)'], [u'01 Feb 13:30', u'Gameweek 23', u'Arsenal (A)'], [u'07 Feb 15:00', u'Gameweek 24', u'Chelsea (H)'], [u'10 Feb 19:45', u'Gameweek 25', u'Hull (A)'], [u'21 Feb 15:00', u'Gameweek 26', u'Stoke (H)'], [u'28 Feb 15:00', u'Gameweek 27', u'Newcastle (A)'], [u'03 Mar 19:45', u'Gameweek 28', u'West Brom (H)'], [u'14 Mar 15:00', u'Gameweek 29', u'Sunderland (A)'], [u'21 Mar 15:00', u'Gameweek 30', u'Swansea (H)'], [u'04 Apr 15:00', u'Gameweek 31', u'Man Utd (A)'], [u'11 Apr 15:00', u'Gameweek 32', u'Spurs (A)'], [u'18 Apr 15:00', u'Gameweek 33', u'QPR (H)'], [u'25 Apr 15:00', u'Gameweek 34', u'Man City (A)'], [u'02 May 15:00', u'Gameweek 35', u'Everton (H)'], [u'09 May 15:00', u'Gameweek 36', u'West Ham (H)'], [u'16 May 15:00', u'Gameweek 37', u'Southampton (A)'], [u'24 May 15:00', u'Gameweek 38', u'Burnley (H)']], u'summary': [[15, u'LEI (H)', u'07 Dec 16:00'], [16, u'WBA (A)', u'13 Dec 15:00'], [17, u'MUN (H)', u'20 Dec 15:00']]}",7,30,False,Bradley,823,,Aston Villa,0,"[[u'Clean sheets', 1, 4], [u'Saves', 5, 1], [u'Minutes played', 90, 2]]",Goalkeeper,227,-1,"[[u'2008/09', 27, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 1], [u'2009/10', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0], [u'2010/11', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0], [u'2011/12', 593, 0, 0, 1, 8, 0, 0, 0, 0, 0, 21, 0, 59, 0, 44, 19], [u'2012/13', 3240, 0, 0, 5, 65, 0, 1, 0, 2, 0, 131, 3, 360, 0, 48, 106], [u'2013/14', 3420, 0, 1, 9, 61, 0, 1, 0, 1, 0, 110, 11, 339, 177, 50, 127]]",51,0,132,a,5.0,0,1,Crystal Palace (A),46,"{u'all': [[u'16 Aug 15:00', 1, u'STK(A) 1-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 15, 22, 0, 45, 6], [u'23 Aug 12:45', 2, u'NEW(H) 0-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 10, 25, 27468, 45, 7], [u'31 Aug 13:30', 3, u'HUL(H) 2-1', 90, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 14, 11, 79899, 45, 1], [u'13 Sep 17:30', 4, u'LIV(A) 1-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 14, 22, 36501, 45, 7], [u'20 Sep 15:00', 5, u'ARS(H) 0-3', 90, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 3, 9, 65084, 46, 1], [u'27 Sep 15:00', 6, u'CHE(A) 0-3', 90, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 6, 14, 3623, 46, 2], [u'04 Oct 17:30', 7, u'MCI(H) 0-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 7, 14, -1607, 46, 2], [u'18 Oct 15:00', 8, u'EVE(A) 0-3', 90, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 5, 7, 883, 46, 2], [u'27 Oct 20:00', 9, u'QPR(A) 0-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 4, 11, 9475, 46, 1], [u'02 Nov 16:00', 10, u'TOT(H) 1-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 8, 15, -5605, 46, 2], [u'08 Nov 15:00', 11, u'WHU(A) 0-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 10, 26, -11704, 46, 7], [u'24 Nov 20:00', 12, u'SOU(H) 1-1', 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 9, 11, -1011, 46, 3], [u'29 Nov 15:00', 13, u'BUR(A) 1-1', 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 9, 13, 7964, 46, 3], [u'02 Dec 20:00', 14, u'CRY(A) 1-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 18, 27, 7931, 46, 7]], u'summary': [[12, u'SOU (H)', 3], [13, u'BUR (A)', 3], [14, u'CRY (A)', 7]]}",5,0,13.6,357219,,2,0,1,False,3.6,1260,20229,13.6,1,5.0,2,,7,Guzan,0
Heaton,40569,1,21205,3,22,21205.jpg,0,45,4.0,0.9,QPR (A),3,0,10.9,"{u'all': [[u'06 Dec 15:00', u'Gameweek 15', u'QPR (A)'], [u'13 Dec 15:00', u'Gameweek 16', u'Southampton (H)'], [u'20 Dec 15:00', u'Gameweek 17', u'Spurs (A)'], [u'26 Dec 15:00', u'Gameweek 18', u'Liverpool (H)'], [u'28 Dec 15:00', u'Gameweek 19', u'Man City (A)'], [u'01 Jan 15:00', u'Gameweek 20', u'Newcastle (A)'], [u'10 Jan 15:00', u'Gameweek 21', u'QPR (H)'], [u'17 Jan 15:00', u'Gameweek 22', u'Crystal Palace (H)'], [u'31 Jan 15:00', u'Gameweek 23', u'Sunderland (A)'], [u'07 Feb 15:00', u'Gameweek 24', u'West Brom (H)'], [u'10 Feb 19:45', u'Gameweek 25', u'Man Utd (A)'], [u'21 Feb 15:00', u'Gameweek 26', u'Chelsea (A)'], [u'28 Feb 15:00', u'Gameweek 27', u'Swansea (H)'], [u'03 Mar 20:00', u'Gameweek 28', u'Liverpool (A)'], [u'14 Mar 15:00', u'Gameweek 29', u'Man City (H)'], [u'21 Mar 15:00', u'Gameweek 30', u'Southampton (A)'], [u'04 Apr 15:00', u'Gameweek 31', u'Spurs (H)'], [u'11 Apr 15:00', u'Gameweek 32', u'Arsenal (H)'], [u'18 Apr 15:00', u'Gameweek 33', u'Everton (A)'], [u'25 Apr 15:00', u'Gameweek 34', u'Leicester (H)'], [u'02 May 15:00', u'Gameweek 35', u'West Ham (A)'], [u'09 May 15:00', u'Gameweek 36', u'Hull (A)'], [u'16 May 15:00', u'Gameweek 37', u'Stoke (H)'], [u'24 May 15:00', u'Gameweek 38', u'Aston Villa (A)']], u'summary': [[15, u'QPR (A)', u'06 Dec 15:00'], [16, u'SOU (H)', u'13 Dec 15:00'], [17, u'TOT (A)', u'20 Dec 15:00']]}",90,58,False,Tom,1206,,Burnley,0,"[[u'Saves', 3, 1], [u'Minutes played', 90, 2]]",Goalkeeper,209,0,"[[u'2006/07', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0], [u'2007/08', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0]]",49,0,124,a,4.0,0,1,Newcastle (H),45,"{u'all': [[u'18 Aug 20:00', 1, u'CHE(H) 1-3', 90, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 45, 1], [u'23 Aug 15:00', 2, u'SWA(A) 0-1', 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 6, 8, -209, 45, 3], [u'30 Aug 12:45', 3, u'MUN(H) 0-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 7, 23, -384, 45, 6], [u'13 Sep 15:00', 4, u'CRY(A) 0-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 9, 23, 3186, 45, 7], [u'20 Sep 15:00', 5, u'SUN(H) 0-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 14, 28, 15521, 45, 8], [u'28 Sep 16:00', 6, u'WBA(A) 0-4', 90, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 4, 10, 65479, 45, 0], [u'04 Oct 15:00', 7, u'LEI(A) 2-2', 90, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 11, 12, -589, 46, 2], [u'18 Oct 15:00', 8, u'WHU(H) 1-3', 90, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 5, 11, -1099, 46, 1], [u'26 Oct 13:30', 9, u'EVE(H) 1-3', 90, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 6, 13, -5051, 46, 2], [u'01 Nov 15:00', 10, u'ARS(A) 0-3', 90, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8, 0, 8, 16, -2719, 45, 3], [u'08 Nov 15:00', 11, u'HUL(H) 1-0', 90, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 14, 22, -1212, 45, 7], [u'22 Nov 15:00', 12, u'STK(A) 2-1', 90, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 15, 9, 7587, 45, 2], [u'29 Nov 15:00', 13, u'AVL(H) 1-1', 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 13, 16, 10369, 45, 4], [u'02 Dec 19:45', 14, u'NEW(H) 1-1', 90, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 9, 10, 13588, 45, 3]], u'summary': [[12, u'STK (A)', 2], [13, u'AVL (H)', 4], [14, u'NEW (H)', 3]]}",4,0,3.9,147126,,1,0,0,False,3.5,1260,3296,3.9,1,4.0,3,,3,Heaton,0
Gilks,31708,0,8437,0,0,8437.jpg,0,0,0.0,0.0,QPR (A),3,0,0.0,"{u'all': [[u'06 Dec 15:00', u'Gameweek 15', u'QPR (A)'], [u'13 Dec 15:00', u'Gameweek 16', u'Southampton (H)'], [u'20 Dec 15:00', u'Gameweek 17', u'Spurs (A)'], [u'26 Dec 15:00', u'Gameweek 18', u'Liverpool (H)'], [u'28 Dec 15:00', u'Gameweek 19', u'Man City (A)'], [u'01 Jan 15:00', u'Gameweek 20', u'Newcastle (A)'], [u'10 Jan 15:00', u'Gameweek 21', u'QPR (H)'], [u'17 Jan 15:00', u'Gameweek 22', u'Crystal Palace (H)'], [u'31 Jan 15:00', u'Gameweek 23', u'Sunderland (A)'], [u'07 Feb 15:00', u'Gameweek 24', u'West Brom (H)'], [u'10 Feb 19:45', u'Gameweek 25', u'Man Utd (A)'], [u'21 Feb 15:00', u'Gameweek 26', u'Chelsea (A)'], [u'28 Feb 15:00', u'Gameweek 27', u'Swansea (H)'], [u'03 Mar 20:00', u'Gameweek 28', u'Liverpool (A)'], [u'14 Mar 15:00', u'Gameweek 29', u'Man City (H)'], [u'21 Mar 15:00', u'Gameweek 30', u'Southampton (A)'], [u'04 Apr 15:00', u'Gameweek 31', u'Spurs (H)'], [u'11 Apr 15:00', u'Gameweek 32', u'Arsenal (H)'], [u'18 Apr 15:00', u'Gameweek 33', u'Everton (A)'], [u'25 Apr 15:00', u'Gameweek 34', u'Leicester (H)'], [u'02 May 15:00', u'Gameweek 35', u'West Ham (A)'], [u'09 May 15:00', u'Gameweek 36', u'Hull (A)'], [u'16 May 15:00', u'Gameweek 37', u'Stoke (H)'], [u'24 May 15:00', u'Gameweek 38', u'Aston Villa (A)']], u'summary': [[15, u'QPR (A)', u'06 Dec 15:00'], [16, u'SOU (H)', u'13 Dec 15:00'], [17, u'TOT (A)', u'20 Dec 15:00']]}",90,59,False,Matt,308,,Burnley,0,"[[u'Minutes played', 0, 0]]",Goalkeeper,0,0,"[[u'2010/11', 1575, 0, 0, 3, 35, 0, 0, 0, 0, 0, 63, 2, 0, 0, 39, 50]]",0,0,0,a,0.0,0,0,Newcastle (H),40,"{u'all': [[u'18 Aug 20:00', 1, u'CHE(H) 1-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0], [u'23 Aug 15:00', 2, u'SWA(A) 0-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 883, 40, 0], [u'30 Aug 12:45', 3, u'MUN(H) 0-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -849, 40, 0], [u'13 Sep 15:00', 4, u'CRY(A) 0-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2443, 40, 0], [u'20 Sep 15:00', 5, u'SUN(H) 0-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2110, 40, 0], [u'28 Sep 16:00', 6, u'WBA(A) 0-4', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1679, 40, 0], [u'04 Oct 15:00', 7, u'LEI(A) 2-2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1457, 40, 0], [u'18 Oct 15:00', 8, u'WHU(H) 1-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -794, 40, 0], [u'26 Oct 13:30', 9, u'EVE(H) 1-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1054, 40, 0], [u'01 Nov 15:00', 10, u'ARS(A) 0-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -764, 40, 0], [u'08 Nov 15:00', 11, u'HUL(H) 1-0', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -653, 40, 0], [u'22 Nov 15:00', 12, u'STK(A) 2-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -660, 40, 0], [u'29 Nov 15:00', 13, u'AVL(H) 1-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -859, 40, 0], [u'02 Dec 19:45', 14, u'NEW(H) 1-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -888, 40, 0]], u'summary': [[12, u'STK (A)', 0], [13, u'AVL (H)', 0], [14, u'NEW (H)', 0]]}",0,0,3.0,18171,,0,0,0,False,0.0,0,98,3.0,1,0.0,3,,0,Gilks,0
